"design","N","rep","K_est","loglik","bic_standard","bic_panel","cf_effect","se_rate_baseline","se_rate_cf","gamma_weighted","k_selected_bic","k_selected_stable","k_selected_osce","k_selected_consensus"
"Cancellation",10000,80,4,-5996.23381685722,12167.464100782,12109.5540616439,0.165798090500435,0.2886,0.289078493289184,0.035004991108089,1,3,2,1
"Cancellation",10000,80,5,-5991.41846257658,12203.8850940806,12130.7355709587,-0.130425129630035,0.2886,0.288223593075888,-0.00411587029977385,1,3,2,1
"Cancellation",10000,81,1,-5988.30469430972,12013.4507501073,12001.2591629204,1.10944163308773,0.2869,0.290082988045329,-0.0190688190601844,1,3,5,1
"Cancellation",10000,81,2,-5983.43439087921,12049.7618451062,12022.3307739355,-2.00019917714121,0.2869,0.281161428560782,0.01113021408244,1,3,5,1
"Cancellation",10000,81,3,-5982.01486177945,12092.9744887666,12050.3039336122,-0.309904317235624,0.2869,0.286010884513851,0.00486703711943957,1,3,5,1
"Cancellation",10000,81,4,-5980.03586888825,12135.068204844,12077.1581657059,-2.19874735806837,0.2869,0.280591793829702,0.0155535686419238,1,3,5,1
"Cancellation",10000,81,5,-5981.9286982,12184.9055653274,12111.7560422056,2.52085515089403,0.2869,0.294132333427915,-0.0286307514555507,1,3,5,1
"Cancellation",10000,82,1,-6010.19703452945,12057.2354305468,12045.0438433598,2.90901358770013,0.2896,0.29802450334998,-0.0374605471324673,1,5,5,5
"Cancellation",10000,82,2,-6019.10930863914,12121.1116806261,12093.6806094554,1.3687459577457,0.2896,0.293563888293632,-0.00786999923204855,1,5,5,5
"Cancellation",10000,82,3,-6018.05267418356,12165.0501135748,12122.3795584204,-5.22813862941425,0.2896,0.274459310529216,0.0380023476214793,1,5,5,5
"Cancellation",10000,82,4,-6006.59307457865,12188.1826162249,12130.2725770867,-1.11648066827739,0.2896,0.286366671984669,0.0105565627985789,1,5,5,5
"Cancellation",10000,82,5,-6017.13965760784,12255.3274841431,12182.1779610213,-0.414948469227529,0.2896,0.288398309233117,0.00452185609949558,1,5,5,5
"Cancellation",10000,83,1,-6022.24086505881,12081.3230916055,12069.1315044186,1.05142493481007,0.2918,0.294868057959776,0.00430306289646557,1,3,5,1
"Cancellation",10000,83,2,-6034.54152699935,12151.9761173465,12124.5450461758,-1.85574107488924,0.2918,0.286384947543473,0.0450817574221615,1,3,5,1
