cbsa,year,hsupwgtk,age,metro,pct_broadband,female,married,se,branch,educ_cat,inc_quint,race_black,race_hispanic
33340,2015,4.3664317,59,1,89.900002,0,1,0,1,4,5,0,0
33340,2021,3.9299507,59,1,89.900002,1,0,1,1,3,4,0,0
33340,2017,4.0450573,61,1,89.900002,0,1,0,1,4,5,0,0
33340,2021,6.7669802,21,1,89.900002,1,0,0,1,3,3,0,0
44060,2015,3.912255,28,1,91,1,0,0,0,4,4,0,0
44060,2015,4.7411165,28,1,91,1,1,0,1,2,4,0,0
44060,2017,4.2554979,55,1,91,0,1,0,1,3,5,0,0
47260,2017,5.4712472,60,1,91.099998,0,1,0,1,3,5,0,0
47260,2017,8.8958044,30,1,91.099998,0,1,0,1,3,5,1,0
31540,2017,4.0747476,59,1,92,0,1,0,1,3,5,0,0
31540,2021,7.0048685,64,1,92,1,0,0,0,4,5,1,0
31540,2019,0,59,1,92,0,1,0,0,3,3,0,1
31540,2021,4.5765591,26,1,92,0,0,0,0,4,3,0,0
34580,2019,0,54,1,92.5,0,1,0,0,2,5,0,0
34580,2021,4.5281367,37,1,92.5,1,1,0,0,4,5,0,0
18140,2013,5.0925179,36,1,92.900002,0,1,0,1,1,4,0,0
11100,2013,4.0234976,52,1,88.900002,1,0,0,1,3,2,0,0
31140,2013,2.3904178,25,1,89.5,1,0,0,1,3,3,0,0
12940,2015,1.802283,51,1,89.199997,0,1,0,0,1,3,0,0
28140,2013,2.0518248,41,1,91.300003,0,0,0,1,3,2,0,0
28140,2013,1.4045703,57,1,91.300003,1,1,0,1,4,4,1,0
28140,2013,1.4044451,40,1,91.300003,1,0,0,0,3,3,0,0
39380,2013,2.4043572,36,1,86.800003,1,1,0,1,3,4,0,0
39300,2013,0,42,1,90.099998,1,1,0,0,1,5,1,0
29940,2013,2.1613441,30,1,91.5,1,0,0,1,3,1,0,0
37980,2017,5.0816288,36,1,91.599998,0,0,0,0,4,3,0,0
19660,2015,6.9492278,45,1,89.199997,1,0,1,1,2,2,0,0
31080,2013,4.4691339,32,1,92.400002,1,0,0,1,4,3,0,1
31080,2013,0,42,1,92.400002,0,1,1,0,2,4,0,0
31080,2013,0,31,1,92.400002,0,1,0,0,4,4,0,1
20500,2013,0,49,1,91.900002,1,0,0,0,2,1,1,0
25540,2013,1.8375139,60,1,90.800003,0,1,0,1,4,5,0,0
37340,2013,4.8541732,31,1,92.199997,0,0,0,1,2,3,0,0
40420,2013,0,48,1,88,0,0,0,0,3,3,1,0
30980,2013,5.6227269,53,1,84.099998,1,0,0,1,1,1,1,0
32820,2013,0,37,1,87.300003,1,0,0,0,4,3,1,0
18140,2013,0,29,1,92.900002,0,0,0,0,4,2,0,0
42660,2013,0,60,1,94.5,0,0,0,0,2,4,1,0
39580,2013,3.7380545,31,1,93.199997,0,0,0,1,4,5,0,0
22900,2013,0,27,1,83.599998,0,0,0,0,3,3,0,0
17140,2013,1.9267904,58,1,91,1,0,1,1,4,4,0,0
29820,2017,2.7519407,60,1,90.599998,0,1,0,1,3,3,0,0
28140,2021,2.3217666,34,1,91.300003,0,1,0,1,4,5,0,0
28140,2021,2.0364463,31,1,91.300003,0,0,0,1,3,5,0,0
28140,2017,0,51,1,91.300003,1,1,0,0,4,4,0,0
28140,2021,2.3981178,53,1,91.300003,0,1,1,1,4,5,0,0
45220,2017,6.3180838,32,1,88.400002,1,0,0,1,4,3,1,0
12220,2015,3.9947295,33,1,86,0,0,0,1,2,2,1,0
12220,2019,2.5424082,60,1,86,1,0,0,1,3,3,0,0
44700,2015,0,36,1,91.400002,1,1,0,0,4,5,0,0
22520,2019,0,35,1,80.800003,0,1,0,0,3,4,0,0
22520,2021,2.539299,37,1,80.800003,0,1,0,1,4,5,0,0
44700,2019,5.1770473,44,1,91.400002,1,0,0,1,4,5,0,0
19740,2023,11.277696,52,1,93.900002,0,1,0,1,3,5,1,0
30780,2015,1.7056423,50,1,88.5,0,0,0,1,3,3,0,0
30780,2021,2.5397496,26,1,88.5,1,1,0,1,3,4,0,0
41940,2015,5.2458758,43,1,95.199997,1,1,0,1,4,5,0,0
41940,2015,9.0843134,31,1,95.199997,0,0,0,1,4,4,0,0
44700,2017,6.7468314,38,1,91.400002,1,0,0,1,3,2,0,1
38860,2021,1.2884762,64,1,91.800003,1,1,0,0,4,5,0,0
13740,2013,1.0160078,42,1,90.400002,0,0,0,1,4,4,0,0
13740,2019,.63752502,53,1,90.400002,0,0,0,1,4,4,0,0
41940,2017,5.2688584,31,1,95.199997,0,0,0,1,3,5,0,0
41940,2019,0,49,1,95.199997,0,1,0,0,2,2,0,1
38860,2013,0,41,1,91.800003,1,1,1,0,4,4,0,0
38900,2013,3.7583103,33,1,93.599998,1,1,0,1,4,3,0,0
45300,2015,0,38,1,91.300003,1,0,0,0,2,3,0,0
45300,2015,5.8407254,52,1,91.300003,0,0,0,1,4,3,0,0
12060,2023,6.9737029,33,1,92.800003,0,1,0,1,4,2,0,0
35840,2019,7.424686,50,1,91.5,1,1,0,1,4,4,0,0
45460,2017,4.3377628,62,1,85.800003,0,0,0,1,2,3,1,0
44100,2015,4.0993853,40,1,88,0,0,0,0,3,4,0,0
44100,2017,5.5689125,28,1,88,1,0,0,1,4,5,0,0
44100,2021,5.5713844,34,1,88,0,0,0,1,3,4,0,0
12060,2017,5.8363957,64,1,92.800003,0,1,0,0,4,5,1,0
45220,2023,5.4340134,42,1,88.400002,0,0,0,0,1,2,0,1
21140,2019,3.9190571,61,1,88.400002,1,1,0,1,3,4,1,0
45300,2023,7.6865835,44,1,91.300003,0,1,0,1,3,4,1,0
45300,2019,8.0548754,62,1,91.300003,0,1,0,1,4,5,0,0
35840,2017,6.9792256,46,1,91.5,0,1,0,1,2,3,0,0
45300,2017,0,50,1,91.300003,0,1,0,0,4,5,0,0
45300,2019,6.2348328,39,1,91.300003,0,1,0,1,1,3,0,1
45300,2019,10.126822,28,1,91.300003,1,0,1,1,4,4,0,1
12060,2013,4.7334647,48,1,92.800003,1,0,0,0,2,2,0,0
24340,2017,0,46,1,90.400002,0,1,0,0,1,2,0,1
44180,2021,4.5985384,49,1,85.400002,1,0,0,1,4,5,0,0
33460,2017,5.0162706,50,1,92.800003,0,1,1,1,2,5,0,0
12620,2013,.64977223,51,1,87.800003,1,1,0,1,3,1,0,0
12060,2013,4.3249922,43,1,92.800003,0,1,0,1,4,5,1,0
49180,2015,0,46,1,88.400002,0,1,0,0,2,1,0,0
49180,2019,4.515686,51,1,88.400002,1,0,0,1,4,4,0,0
17460,2021,5.1331544,31,1,,0,0,0,1,2,4,0,0
35620,2019,5.2874894,61,1,90.900002,1,0,0,1,4,5,0,0
17460,2015,4.6585784,32,1,,0,1,0,1,3,5,0,0
35620,2019,10.598391,21,1,90.900002,1,0,0,1,2,4,1,0
35620,2019,4.6393991,48,1,90.900002,1,1,0,1,2,4,0,1
24660,2015,0,46,1,87.900002,0,0,0,0,4,4,0,0
35620,2017,4.3271184,43,1,90.900002,1,0,0,1,4,5,1,0
35620,2017,5.1276388,50,1,90.900002,1,1,0,1,2,5,0,0
35620,2021,7.9654012,41,1,90.900002,1,0,0,1,4,4,0,0
35620,2019,5.2715058,37,1,90.900002,0,1,0,1,2,5,1,0
35620,2015,4.6905866,59,1,90.900002,1,0,0,1,3,4,0,0
35620,2017,0,31,1,90.900002,1,0,0,0,4,3,0,1
42660,2015,3.6961441,32,1,94.5,0,1,0,0,3,4,0,0
36260,2015,0,44,1,94.199997,0,0,0,0,3,5,0,0
48700,2015,6.7600079,24,1,87.099998,0,0,0,1,2,4,0,0
10900,2017,5.6920748,58,1,89.400002,1,1,0,1,2,4,0,0
10900,2019,0,22,1,89.400002,1,1,0,0,3,3,0,1
46340,2017,6.6111741,28,1,88.900002,0,1,0,1,3,3,0,0
26420,2017,0,39,1,91.800003,0,0,0,0,2,2,0,1
19100,2015,0,35,1,92.599998,1,1,0,0,4,5,0,0
21340,2015,0,43,1,88.400002,1,0,0,0,3,2,0,1
21340,2021,5.4042792,51,1,88.400002,0,1,0,1,2,4,0,1
47380,2019,0,38,1,86.900002,0,0,0,0,2,3,1,0
21660,2021,3.5190289,61,1,91.599998,0,0,0,1,4,5,0,0
21660,2019,2.5305631,57,1,91.599998,0,0,0,1,2,5,0,0
21660,2023,3.115087,37,1,91.599998,1,0,0,1,2,5,0,0
26420,2015,5.7002153,29,1,91.800003,0,1,0,0,1,2,0,1
26420,2023,7.8621817,40,1,91.800003,1,1,0,1,3,5,0,1
19100,2019,5.1953592,54,1,92.599998,1,0,0,1,4,3,0,0
19100,2017,6.3022633,26,1,92.599998,0,0,0,1,4,2,0,0
21340,2017,3.9826567,58,1,88.400002,0,1,0,0,4,5,0,0
34580,2017,3.2675629,36,1,92.5,1,1,0,1,4,4,0,0
34060,2021,2.0542202,48,1,88.900002,0,0,0,1,2,5,0,0
16620,2015,0,28,1,86.300003,0,0,0,0,2,2,0,0
16620,2015,.8773337,61,1,86.300003,0,1,0,1,2,5,0,0
16620,2019,.8959406,52,1,86.300003,0,1,0,1,4,5,0,0
16620,2017,1.1241182,50,1,86.300003,1,1,0,1,4,5,0,0
16620,2017,1.0281143,56,1,86.300003,0,1,0,1,2,4,0,0
16620,2017,0,27,1,86.300003,1,1,0,0,4,3,0,0
16620,2019,0,30,1,86.300003,1,0,1,0,2,1,1,0
16620,2017,1.1019446,42,1,86.300003,0,1,0,0,3,5,0,0
42660,2013,3.194227,57,1,94.5,1,0,0,1,2,4,0,0
28140,2013,1.4971766,27,1,91.300003,0,0,0,1,3,3,0,0
47900,2013,2.1824381,47,1,94.199997,0,1,0,1,3,5,1,0
13740,2015,0,57,1,90.400002,1,0,0,0,3,2,0,0
13740,2019,1.241892,29,1,90.400002,0,0,0,1,1,2,0,1
38860,2013,0,58,1,91.800003,0,1,0,0,3,5,0,0
38860,2015,.69685411,48,1,91.800003,1,1,0,1,4,5,0,0
31080,2013,0,46,1,92.400002,0,1,0,0,2,4,0,0
35620,2013,3.8718252,37,1,90.900002,0,0,0,1,1,3,0,0
31080,2013,3.790343,33,1,92.400002,0,0,0,1,3,5,0,0
41620,2013,0,35,1,93.800003,0,1,0,0,4,4,1,0
37980,2013,4.1234298,45,1,91.599998,1,0,0,1,3,4,1,0
16980,2013,3.6724102,51,1,90.800003,0,1,0,1,4,5,0,0
35620,2013,4.2946115,32,1,90.900002,0,1,0,1,4,4,0,0
26420,2019,5.4697614,37,1,91.800003,1,1,0,1,4,5,1,0
26420,2023,7.7161312,47,1,91.800003,1,0,0,1,4,5,0,0
22220,2019,0,53,1,91.199997,0,1,0,0,4,4,0,1
22220,2017,1.5184489,30,1,91.199997,1,1,0,0,3,1,0,0
17020,2019,4.7945347,32,1,90.900002,0,1,0,1,2,5,0,0
42100,2019,0,43,1,93.699997,1,1,0,0,3,5,0,1
42100,2021,7.7798538,28,1,93.699997,1,0,0,1,4,5,0,0
46140,2013,0,48,1,89.599998,0,1,0,0,2,3,0,0
46140,2015,0,58,1,89.599998,0,1,1,0,1,3,0,0
42200,2015,4.3964634,53,1,92.300003,0,1,1,1,4,5,0,0
42200,2019,4.9445376,58,1,92.300003,1,1,0,1,3,5,0,0
42200,2023,6.2844548,54,1,92.300003,0,0,1,1,3,4,0,1
26580,2019,0,31,1,84.099998,1,0,0,0,4,4,0,0
41700,2017,4.207644,31,1,90.599998,1,0,0,0,1,2,0,0
41700,2019,5.5534611,45,1,90.599998,0,1,0,1,4,5,1,0
15540,2023,.96414942,44,1,91.400002,1,1,0,1,4,5,0,0
19780,2021,5.7368879,30,1,90.699997,1,0,0,1,4,5,0,0
16980,2015,0,57,1,90.800003,0,1,0,0,3,5,0,0
16980,2015,3.6400931,40,1,90.800003,1,1,0,1,3,4,0,0
37860,2019,7.7825923,33,1,91.099998,0,1,0,1,4,5,0,0
12060,2015,0,53,1,92.800003,0,0,0,0,3,1,0,0
16300,2017,3.0764799,46,1,90.900002,0,1,0,1,4,5,0,0
16300,2017,3.4018652,37,1,90.900002,1,0,0,1,3,1,0,0
21140,2019,4.0717874,52,1,88.400002,1,0,0,1,2,3,0,0
21140,2021,5.8087616,43,1,88.400002,0,1,0,1,2,5,0,0
19340,2015,4.0809608,53,1,88.800003,0,0,0,1,3,3,0,0
12060,2017,5.9623713,42,1,92.800003,1,0,0,0,4,3,0,0
12060,2023,9.4609814,49,1,92.800003,0,1,0,0,4,5,0,0
17140,2021,4.1041551,50,1,91,1,1,0,1,4,5,0,0
27140,2017,2.0724163,38,1,87.300003,1,0,0,1,3,3,0,0
27140,2019,1.8254884,23,1,87.300003,1,1,0,1,3,3,0,0
27140,2023,3.9729018,33,1,87.300003,1,0,0,1,3,3,1,0
11460,2021,4.5182743,45,1,93.800003,1,1,0,1,4,5,0,0
27140,2017,1.2686636,40,1,87.300003,1,0,0,0,2,1,1,0
22420,2019,0,41,1,87.699997,1,1,0,0,4,4,1,0
35380,2017,0,27,1,86,1,0,0,0,4,4,1,0
35380,2019,2.6384513,55,1,86,1,1,0,1,3,1,0,0
39300,2021,4.7592225,58,1,90.099998,1,1,0,0,2,4,1,0
39300,2023,3.9779387,53,1,90.099998,1,0,0,1,1,5,0,0
41180,2017,4.9836488,41,1,90.900002,1,0,0,1,2,2,0,0
48620,2015,0,44,1,90.099998,1,0,0,0,3,4,0,0
48620,2015,1.8252406,52,1,90.099998,0,1,1,1,4,5,0,0
48620,2015,2.2470083,43,1,90.099998,1,0,0,1,4,3,0,0
19740,2023,8.9291143,37,1,93.900002,1,1,1,1,4,5,0,0
19740,2023,8.275588,24,1,93.900002,1,0,0,0,4,5,0,0
12580,2019,0,54,1,90.699997,0,1,0,0,1,5,0,0
48620,2017,4.3523035,20,1,90.099998,0,0,0,1,2,1,0,1
38860,2023,2.9846327,24,1,91.800003,0,0,0,1,2,3,0,0
38060,2021,7.5675707,33,1,92.199997,1,1,0,1,3,5,0,0
24140,2017,4.7260089,36,1,88.800003,0,0,0,1,4,5,0,0
10740,2017,1.0998147,53,1,87.800003,1,1,0,1,3,2,0,1
18140,2015,0,53,1,92.900002,1,1,1,0,3,4,0,0
18140,2017,5.9184828,48,1,92.900002,0,1,0,1,1,3,0,0
19380,2015,4.248682,58,1,,1,0,0,1,3,1,0,0
19380,2015,4.4443359,28,1,,1,0,0,1,1,1,1,0
19380,2017,5.7363267,52,1,,0,1,0,1,3,5,1,0
19380,2019,0,60,1,,1,0,0,0,3,3,0,0
35620,2019,7.2190518,44,1,90.900002,0,1,0,1,2,5,0,1
35620,2017,4.7539053,44,1,90.900002,0,1,1,1,2,3,0,1
35620,2023,6.2589083,43,1,90.900002,1,0,0,1,3,4,1,0
10420,2017,5.1407962,52,1,90.099998,1,0,0,1,4,5,0,0
18140,2017,3.8979459,44,1,92.900002,1,1,1,1,4,4,0,0
35620,2021,8.0076904,40,1,90.900002,1,1,0,1,2,3,0,0
35620,2017,4.9698443,34,1,90.900002,1,0,0,0,1,3,0,1
35620,2019,0,64,1,90.900002,0,0,0,0,2,2,0,1
35620,2017,5.9131784,42,1,90.900002,1,1,1,0,1,1,0,1
35620,2019,0,31,1,90.900002,1,0,0,0,3,3,1,0
47900,2013,2.0805564,51,1,94.199997,0,0,0,1,4,5,0,0
21340,2019,3.6065886,46,1,88.400002,1,1,0,1,2,3,0,1
19100,2015,0,44,1,92.599998,0,0,0,0,3,5,0,0
19100,2017,5.3912554,52,1,92.599998,0,1,0,1,4,5,0,0
19100,2019,5.3046064,35,1,92.599998,0,1,0,1,4,5,0,0
24860,2021,12.93779,38,1,89,0,0,0,1,3,4,1,0
24860,2017,6.1496949,39,1,89,0,1,0,1,2,4,0,1
25420,2015,0,21,1,90,1,0,0,0,3,2,0,1
17820,2023,7.7627182,58,1,94.599998,0,1,0,1,4,5,0,0
21660,2015,4.6040297,43,1,91.599998,1,0,0,1,4,4,0,0
21660,2017,3.7025335,23,1,91.599998,0,0,0,1,3,2,0,0
21660,2019,2.9181685,59,1,91.599998,0,1,1,1,2,3,0,0
38900,2015,2.3074715,59,1,93.599998,1,0,0,0,2,2,0,0
38300,2021,5.4900899,40,1,88.800003,0,1,0,1,3,4,0,0
39300,2017,1.1649642,40,1,90.099998,1,0,0,1,2,4,0,0
49620,2015,0,51,1,89.699997,0,0,1,0,3,1,0,0
49620,2021,5.6357336,46,1,89.699997,0,0,1,1,3,4,0,0
12580,2013,0,59,1,90.699997,0,0,0,0,3,4,0,0
11100,2017,7.3711519,35,1,88.900002,1,1,1,1,3,2,0,1
43900,2015,5.9989319,44,1,86.599998,1,1,0,1,3,5,0,0
43900,2015,5.0176101,34,1,86.599998,1,1,0,1,4,5,0,0
43900,2021,4.5844555,61,1,86.599998,0,0,0,0,2,2,1,0
19100,2019,0,35,1,92.599998,0,1,0,0,3,5,0,0
19100,2017,0,41,1,92.599998,0,1,0,0,4,5,0,0
46140,2013,3.9274001,49,1,89.599998,0,1,0,1,4,5,0,0
39300,2015,1.8758432,42,1,90.099998,0,0,0,1,3,4,0,0
39300,2021,1.3271641,61,1,90.099998,0,1,0,1,3,3,0,1
19100,2015,6.0572114,53,1,92.599998,1,1,0,1,4,5,0,0
19100,2017,4.7825241,39,1,92.599998,1,0,0,1,2,3,0,0
40220,2017,0,48,1,85.900002,1,0,0,0,3,1,0,0
28420,2019,5.7852931,35,1,92,1,1,0,1,4,5,0,0
15540,2019,.53517401,50,1,91.400002,1,1,1,1,2,5,0,0
40060,2015,0,47,1,89.800003,1,1,0,0,4,5,0,0
16620,2017,0,42,1,86.300003,0,0,0,0,2,1,0,0
15540,2017,0,57,1,91.400002,0,0,0,0,4,4,0,0
19100,2021,7.6245484,29,1,92.599998,0,1,0,0,3,5,0,0
18580,2017,5.3383007,39,1,86.900002,0,1,0,1,4,5,0,1
38060,2019,7.6750231,57,1,92.199997,0,0,0,1,4,5,0,0
30980,2015,0,34,1,84.099998,1,0,0,0,1,3,0,1
36420,2021,5.8969569,31,1,90.699997,0,0,0,0,3,3,1,0
26420,2017,4.6775479,57,1,91.800003,0,1,0,1,3,5,0,0
47260,2015,0,21,1,91.099998,1,0,0,0,3,4,0,0
20260,2013,2.0188658,54,1,87.699997,1,1,0,1,2,5,0,0
35300,2013,0,60,1,91.699997,0,0,0,0,2,4,0,0
14860,2015,1.6765611,55,1,92.900002,1,1,1,1,4,5,0,0
47900,2013,3.5572455,34,1,94.199997,0,1,0,1,3,4,1,0
12580,2013,0,40,1,90.699997,1,0,0,0,2,3,0,0
12580,2015,2.5086913,64,1,90.699997,0,1,1,1,4,5,0,0
19740,2013,2.7823765,43,1,93.900002,0,0,1,1,3,2,0,0
39300,2017,1.5262934,53,1,90.099998,1,1,0,1,3,5,1,0
39300,2021,2.2202563,30,1,90.099998,1,1,0,1,1,3,1,0
39300,2013,0,59,1,90.099998,1,0,0,0,2,3,0,0
26580,2015,1.1527984,37,1,84.099998,0,1,0,1,4,5,0,0
26580,2023,1.377744,53,1,84.099998,1,1,0,1,4,5,0,0
22020,2021,2.0454087,21,1,89,1,0,0,1,1,2,0,0
46140,2015,0,35,1,89.599998,0,0,0,0,3,4,0,0
46140,2015,2.8760376,37,1,89.599998,0,1,0,1,4,5,0,0
46140,2019,0,23,1,89.599998,0,0,0,0,4,3,0,0
31080,2013,3.7156255,52,1,92.400002,1,1,0,1,4,2,1,0
35620,2013,4.9192214,56,1,90.900002,0,0,0,1,2,4,0,0
35620,2015,6.5965614,48,1,90.900002,0,1,1,1,2,5,0,0
41860,2015,4.7301674,45,1,94.099998,1,1,1,0,4,5,0,0
31080,2015,5.4357433,44,1,92.400002,1,0,0,0,2,1,0,1
31080,2013,4.1200747,30,1,92.400002,0,0,0,1,3,4,0,0
31080,2015,0,25,1,92.400002,1,0,0,0,3,2,0,0
39300,2015,.95283151,49,1,90.099998,1,0,1,1,4,4,0,0
31080,2013,0,29,1,92.400002,0,0,0,0,3,3,0,1
31080,2015,0,45,1,92.400002,1,0,0,0,3,2,0,1
28140,2013,3.6788969,57,1,91.300003,0,1,0,1,3,5,0,0
28140,2015,5.4359908,61,1,91.300003,1,1,0,1,2,4,0,0
35620,2013,0,58,1,90.900002,1,0,0,0,4,2,0,1
12060,2013,0,43,1,92.800003,1,1,0,0,2,3,0,1
12060,2015,4.8635635,27,1,92.800003,1,0,0,0,1,2,0,1
35620,2015,0,39,1,90.900002,1,0,0,0,4,5,0,0
39300,2015,2.079134,38,1,90.099998,1,0,0,0,1,1,1,0
39300,2023,2.3520348,61,1,90.099998,1,0,0,1,3,4,0,1
39300,2013,1.0771105,25,1,90.099998,1,0,0,1,3,3,0,0
19100,2015,0,41,1,92.599998,1,0,0,0,2,3,1,0
25180,2019,0,44,1,88.599998,1,0,0,0,1,1,0,0
35620,2015,5.4150944,37,1,90.900002,1,0,0,0,1,1,0,0
39300,2013,.91488022,40,1,90.099998,1,1,0,1,4,5,0,0
16740,2013,5.7973881,38,1,91.699997,1,0,0,1,4,3,1,0
19740,2021,8.0423155,61,1,93.900002,1,0,0,1,3,5,0,0
19740,2015,5.6041322,39,1,93.900002,0,0,0,1,3,4,0,0
41860,2013,0,32,1,94.099998,0,0,0,0,4,5,0,0
45780,2013,3.9740691,63,1,89.300003,0,1,0,1,4,5,0,0
13820,2015,0,44,1,88.800003,0,1,0,0,2,5,0,0
13820,2015,1.9127887,34,1,88.800003,0,1,0,1,4,4,1,0
41740,2015,4.8116059,38,1,94.300003,1,1,0,1,2,5,0,0
13820,2021,6.3948464,37,1,88.800003,1,1,0,1,4,4,1,0
13820,2023,3.3788109,58,1,88.800003,1,1,0,1,4,5,0,0
40900,2013,5.5244608,46,1,93.300003,1,0,0,1,3,5,0,0
30780,2015,0,49,1,88.5,0,0,0,0,4,4,0,0
41940,2015,0,56,1,95.199997,1,1,0,0,3,5,0,0
41940,2015,6.0948277,33,1,95.199997,0,1,0,1,2,5,0,0
22500,2015,3.3338711,36,1,79.199997,0,0,0,1,3,2,1,0
13820,2019,0,32,1,88.800003,0,0,0,0,3,3,1,0
13820,2021,5.2586079,33,1,88.800003,1,0,0,1,4,2,1,0
13820,2023,3.0514789,46,1,88.800003,1,1,0,1,4,5,0,0
41940,2021,5.419601,34,1,95.199997,0,1,0,0,2,4,0,1
41940,2019,0,57,1,95.199997,1,0,1,0,4,2,0,0
41740,2019,0,50,1,94.300003,0,0,0,0,3,5,0,1
41740,2017,5.8494849,28,1,94.300003,0,1,0,1,4,4,0,1
27140,2021,2.2170396,39,1,87.300003,1,0,0,1,2,4,1,0
41740,2015,5.4822049,53,1,94.300003,1,0,0,1,2,2,0,1
41740,2019,8.7360191,20,1,94.300003,1,0,0,1,4,1,0,0
27980,2019,2.0576169,25,1,89.099998,0,0,1,1,3,5,0,0
19740,2013,1.8937953,56,1,93.900002,1,1,0,1,2,3,0,0
39900,2013,0,30,1,90.599998,1,0,0,0,4,5,0,1
38900,2013,0,44,1,93.599998,1,0,0,0,2,3,0,0
37460,2019,0,47,1,90.800003,1,0,0,0,2,5,0,0
41540,2021,1.0582173,33,1,88,1,1,0,1,4,5,0,0
29460,2017,0,59,1,88.5,1,0,0,0,1,2,1,0
29460,2019,0,44,1,88.5,0,1,0,0,3,5,0,0
19100,2017,0,45,1,92.599998,0,0,0,0,4,5,0,0
14460,2019,4.8848004,52,1,92.900002,1,0,0,0,2,3,0,1
38860,2015,1.9875673,40,1,91.800003,1,0,0,1,4,5,0,0
38860,2015,1.2467268,64,1,91.800003,1,0,0,1,3,2,0,0
12580,2015,0,44,1,90.699997,1,1,0,0,4,5,1,0
39300,2021,3.7597673,57,1,90.099998,0,1,0,1,2,4,0,0
12580,2015,4.7060337,36,1,90.699997,1,0,0,1,2,2,1,0
44180,2021,5.1175284,29,1,85.400002,0,0,0,1,2,4,0,0
48620,2023,3.8114574,35,1,90.099998,0,1,0,1,3,5,0,0
48620,2017,3.0641773,54,1,90.099998,0,0,0,1,3,4,1,0
48620,2019,0,39,1,90.099998,0,0,0,0,4,4,0,0
38860,2019,2.5818577,41,1,91.800003,0,0,0,1,2,4,0,0
38860,2023,3.8349311,31,1,91.800003,0,1,0,1,4,5,0,0
14460,2015,5.4407821,57,1,92.900002,1,0,0,1,3,5,0,0
35620,2015,6.1351061,44,1,90.900002,1,0,0,1,2,3,0,0
35620,2017,6.7652349,53,1,90.900002,1,0,0,1,3,4,0,1
35620,2019,0,35,1,90.900002,1,1,0,0,2,4,0,1
27140,2021,2.407305,48,1,87.300003,0,0,0,1,4,3,0,0
35620,2015,4.726088,50,1,90.900002,1,0,0,1,4,5,1,0
35620,2017,5.2890015,44,1,90.900002,0,1,0,0,3,4,0,0
35620,2019,5.2327976,54,1,90.900002,1,1,0,1,4,5,0,0
46520,2015,0,47,1,91.699997,0,0,1,0,2,2,0,0
33340,2015,5.645339,43,1,89.900002,0,0,0,0,3,1,1,0
33340,2017,0,52,1,89.900002,0,0,0,0,2,4,0,0
33340,2019,0,34,1,89.900002,0,0,0,0,4,5,1,0
33340,2021,4.9963613,55,1,89.900002,1,0,0,1,4,4,0,0
33340,2013,2.1819046,60,1,89.900002,0,1,0,1,2,5,0,0
33340,2015,2.0157182,52,1,89.900002,1,0,0,1,3,3,0,0
26900,2019,4.239223,37,1,91,0,0,0,1,4,4,0,0
19100,2015,0,58,1,92.599998,0,0,0,0,3,5,0,1
34980,2021,5.5722299,55,1,91.599998,1,0,0,1,4,4,1,0
34980,2017,0,58,1,91.599998,0,1,0,0,4,5,0,0
34980,2019,0,61,1,91.599998,0,1,1,0,4,5,0,0
34980,2019,5.0034137,37,1,91.599998,1,1,0,1,4,5,0,0
34980,2021,4.5423517,49,1,91.599998,1,1,0,1,4,5,0,0
30980,2017,0,35,1,84.099998,0,1,0,0,2,4,0,0
27500,2019,4.8211889,42,1,89.300003,1,1,0,1,4,5,0,0
26420,2015,5.625638,32,1,91.800003,1,1,0,1,3,3,0,1
26420,2017,4.9060488,56,1,91.800003,1,0,0,0,4,5,0,0
19100,2023,7.4015908,35,1,92.599998,1,1,0,1,4,5,0,0
33460,2013,3.4058206,30,1,92.800003,0,0,0,1,3,1,1,0
25540,2013,1.9641448,22,1,90.800003,1,0,0,1,2,1,0,0
39300,2013,0,63,1,90.099998,1,0,0,0,4,2,0,0
14500,2017,0,47,1,95,0,1,0,0,3,4,0,0
14500,2019,0,33,1,95,0,1,1,0,4,5,0,0
22020,2017,.70233619,52,1,89,0,0,0,1,4,5,0,0
17900,2013,3.3539376,48,1,89.199997,1,0,0,1,4,4,1,0
33340,2013,0,24,1,89.900002,1,0,0,0,3,1,0,0
22020,2017,.49386379,63,1,89,0,1,0,1,4,5,0,0
22020,2017,.53965932,41,1,89,1,1,0,1,4,5,0,0
42220,2013,0,56,1,94.300003,0,0,1,0,4,5,0,0
31080,2013,3.9191577,46,1,92.400002,0,1,0,0,2,3,0,1
39580,2013,0,58,1,93.199997,0,1,0,0,2,5,0,0
31080,2013,0,29,1,92.400002,0,1,0,0,1,1,0,1
31080,2013,0,52,1,92.400002,1,0,1,0,4,3,0,0
47260,2013,5.154696,27,1,91.099998,1,0,0,1,3,3,1,0
15540,2013,.64056438,43,1,91.400002,1,0,0,1,1,1,0,0
36540,2013,1.4893923,26,1,91.400002,1,0,0,1,2,2,0,0
16980,2013,0,45,1,90.800003,0,1,0,0,4,5,0,0
41860,2013,4.4740791,39,1,94.099998,0,1,0,1,4,5,0,0
41700,2023,11.128442,41,1,90.599998,0,0,0,1,3,2,1,0
46520,2017,0,46,1,91.699997,0,1,0,0,2,5,0,0
46520,2017,.82405859,51,1,91.699997,1,0,0,1,4,5,0,0
33340,2017,0,24,1,89.900002,0,0,0,0,3,3,0,0
33340,2021,8.118927,58,1,89.900002,0,0,0,0,4,3,1,0
47300,2015,5.0325446,49,1,87.900002,0,1,0,0,1,2,0,1
